lag_index,E_0.0000,E_0.0100,E_0.0200,E_0.0300,E_0.0400,E_0.0500,E_0.0600,E_0.0700,E_0.0800,E_0.0900,E_0.1000
5.300000000000000000e+01,0.000000000000000000e+00,2.464855592158518571e-08,9.302041620480594464e-08,1.967548696277937603e-07,3.274912049673790737e-07,4.768687110016933683e-07,6.365266765088681278e-07,7.981043902657337930e-07,9.532411410508555283e-07,1.093576217641497456e-06,1.210748908814923697e-06
5.400000000000000000e+01,0.000000000000000000e+00,1.937696047322676196e-08,7.312859281755762497e-08,1.546860234221368591e-07,2.574803786743740108e-07,3.749427849625459885e-07,5.005043686749297005e-07,6.275962561993683742e-07,7.496495739245725987e-07,8.600954482379519206e-07,9.523650055277832482e-07
5.500000000000000000e+01,0.000000000000000000e+00,1.523278178811385275e-08,5.749042671348431055e-08,1.216118841180884036e-07,2.024361033434694812e-07,2.948020337316045736e-07,3.935486246242538705e-07,4.935148253631775617e-07,5.895395852899189965e-07,6.764618537466720455e-07,7.491205800749800581e-07
5.600000000000000000e+01,0.000000000000000000e+00,1.197493360634988013e-08,4.519643255116410907e-08,9.560954402276430897e-08,1.591593152092552615e-07,2.317907932993922698e-07,3.094490254812801155e-07,3.880790589432404208e-07,4.636259408735948079e-07,5.320347184608817392e-07,5.892504388932059967e-07
5.700000000000000000e+01,0.000000000000000000e+00,9.413841201792033653e-09,3.553142488479238414e-08,7.516684116435322360e-08,1.251341801564772455e-07,1.822475319771671431e-07,2.433209867422087697e-07,3.051686345671711376e-07,3.646045655682737807e-07,4.184428698608688713e-07,4.634976375611759430e-07
5.800000000000000000e+01,0.000000000000000000e+00,7.400482177153527852e-09,2.793318575750047827e-08,5.909499631415356113e-08,9.838279942087600760e-08,1.432934806507805275e-07,1.913239255771966713e-07,2.399710197734539890e-07,2.867316488130988716e-07,3.291026982694608694e-07,3.645810537156526920e-07
5.900000000000000000e+01,0.000000000000000000e+00,5.817729069974506007e-09,2.195981232619437229e-08,4.645959383897148298e-08,7.735041767818404135e-08,1.126656279134934102e-07,1.504385686152114737e-07,1.887025838532164351e-07,2.254910176973864977e-07,2.588372142178167051e-07,2.867745174841684203e-07
6.000000000000000000e+01,0.000000000000000000e+00,4.573475565275431087e-09,1.726379050652482317e-08,3.652577719188282446e-08,6.081426798970092362e-08,8.858409526833060932e-08,1.182900913959065298e-07,1.483870887405633332e-07,1.773299196704356678e-07,2.035734165540918628e-07,2.255724117594497258e-07
6.100000000000000000e+01,0.000000000000000000e+00,3.595336639300103498e-09,1.357200465576004211e-08,2.871599119624347607e-08,4.781328340804774646e-08,6.964986843847019438e-08,9.301173343480816091e-08,1.166848655439253063e-07,1.394552519135526525e-07,1.601088796907707001e-07,1.774317360224431095e-07
6.200000000000000000e+01,0.000000000000000000e+00,2.826393458903522782e-09,1.066968718390313986e-08,2.257605119840820629e-08,3.759165552517755582e-08,5.476267018718686264e-08,7.313526520741180093e-08,9.175561060882804487e-08,1.096698764146281091e-07,1.259242326473539869e-07,1.395648493301981929e-07
6.300000000000000000e+01,0.000000000000000000e+00,2.221902890191598812e-09,8.388006390814758961e-09,1.774890274574940363e-08,2.955518419952597731e-08,4.305744299624124360e-08,5.750627138064248745e-08,7.215226159682647245e-08,8.624600588910680266e-08,9.903809650201392256e-08,1.097791256794277553e-07
6.400000000000000000e+01,0.000000000000000000e+00,1.746698131618873440e-09,6.594260942198795772e-09,1.395389105564998067e-08,2.323679109566580137e-08,3.385416368615647154e-08,4.521721145103220485e-08,5.673713701398637455e-08,6.782514299871235386e-08,7.789243202933719690e-08,8.635020672933743646e-08
6.500000000000000000e+01,0.000000000000000000e+00,1.373126343531816396e-09,5.184099750171755616e-09,1.097031178290235054e-08,1.826915400535665535e-08,2.661801798116772422e-08,3.555429527331809003e-08,4.461537744565764740e-08,5.333865606138576965e-08,6.126152268391867051e-08,6.792136887688940416e-08
6.600000000000000000e+01,0.000000000000000000e+00,1.079450020905273200e-09,4.075491105400355640e-09,8.624659787129923538e-09,1.436349259887129137e-08,2.092852607405229493e-08,2.795629674566708911e-08,3.508334114714350971e-08,4.194619581147571163e-08,4.818139727187469024e-08,5.342548206155144086e-08
6.700000000000000000e+01,0.000000000000000000e+00,8.485841322160292410e-10,3.203958341040438751e-09,6.780555344846131427e-09,1.129280786222285060e-08,1.645514861132665874e-08,2.198201031074729916e-08,2.758782567864083435e-08,3.298702743359700762e-08,3.789404829398872188e-08,4.202332097818888001e-08
6.800000000000000000e+01,0.000000000000000000e+00,6.670941563903520777e-10,2.518799607255373108e-09,5.330750825569691154e-09,8.878582284307934280e-09,1.293792845622789012e-08,1.728442381430418673e-08,2.169370283107777131e-08,2.594139997995695279e-08,2.980314973326583794e-08,3.305458656419589525e-08
6.900000000000000000e+01,0.000000000000000000e+00,5.244194163124549224e-10,1.980157582825645135e-09,4.190934376011729023e-09,6.980469672559705407e-09,1.017248334894173267e-08,1.359069528162996920e-08,1.705882534709657339e-08,2.040059342181370361e-08,2.343971938247035869e-08,2.599992310532185658e-08
7.000000000000000000e+01,0.000000000000000000e+00,4.122595429097153374e-10,1.556704571454778363e-09,3.294834685359064597e-09,5.488149484129609124e-09,7.998148567490287464e-09,1.068633153505655492e-08,1.341419798655228701e-08,1.604324752159293904e-08,1.843497973979396631e-08,2.045089424098766456e-08
7.100000000000000000e+01,0.000000000000000000e+00,3.240873421407955424e-10,1.223804451874754839e-09,2.590333954386077331e-09,4.314858474750542239e-09,6.288560638260769220e-09,8.402623069775697062e-09,1.054822839447952521e-08,1.261655923766487331e-08,1.449879822419068015e-08,1.608612797934956540e-08
7.200000000000000000e+01,0.000000000000000000e+00,2.547732042695871613e-10,9.620954666625380902e-10,2.036470761338296520e-09,3.392403062564726401e-09,4.944396344392851250e-09,6.606954581090535017e-09,8.294581746925641652e-09,9.921781816057614889e-09,1.140305876264589846e-08,1.265291656095835632e-08
7.300000000000000000e+01,0.000000000000000000e+00,2.002835554739193502e-10,7.563523388327830776e-10,1.601033525590669915e-09,2.667154291153238377e-09,3.887541811034567196e-09,5.195023260857155323e-09,6.522425815809820837e-09,7.802576651623482906e-09,8.968302943703800045e-09,9.952431867564850987e-09
7.400000000000000000e+01,0.000000000000000000e+00,1.574476681844017012e-10,5.946063199105400265e-10,1.258699426046235026e-09,2.096950457242466315e-09,3.056582884367053943e-09,4.084820178070977525e-09,5.128885809222057113e-09,6.136003248471272320e-09,7.053395966794863414e-09,7.828287434735389794e-09
7.500000000000000000e+01,0.000000000000000000e+00,1.237735844806381325e-10,4.674505396477790509e-10,9.895651678724221023e-10,1.648651771633986851e-09,2.403244653411892862e-09,3.211878115685559698e-09,4.033086460934406925e-09,4.825403991529433889e-09,5.547365009950060155e-09,6.157503818784125504e-09
7.600000000000000000e+01,0.000000000000000000e+00,9.730119412010990176e-11,3.674855443818597633e-10,7.779742027458000364e-10,1.296188321064060955e-09,1.889549051297192972e-09,2.525477545188906103e-09,3.171394954808171018e-09,3.794722432007117952e-09,4.362881128637877137e-09,4.843292196660999027e-09
7.700000000000000000e+01,0.000000000000000000e+00,7.649079362525429415e-11,2.888987301339143721e-10,6.116271433547967873e-10,1.019079366791457442e-09,1.485658734164292671e-09,1.985768579085278596e-09,2.493812235274811551e-09,2.984193036344867656e-09,3.431314315907423029e-09,3.809579407574453791e-09
7.800000000000000000e+01,0.000000000000000000e+00,6.013122161654949061e-11,2.271176327518428795e-10,4.808483526717172163e-10,8.012125006420095508e-10,1.168099195820136715e-09,1.561397557688776194e-09,1.960996705405344820e-09,2.346785758344099859e-09,2.698653835662458145e-09,2.996490056626256726e-09
7.900000000000000000e+01,0.000000000000000000e+00,4.727056051277711557e-11,1.785483825676378866e-10,3.780326773188472100e-10,6.299226557038295482e-10,9.184175287684295808e-10,1.227716507558491987e-09,1.542018803119861448e-09,1.845523626498382641e-09,2.122430188631480030e-09,2.356937700673418512e-09
8.000000000000000000e+01,0.000000000000000000e+00,3.716048215668399379e-11,1.403656481411413859e-10,2.972010773334005096e-10,4.952523491134896982e-10,7.221050429698575024e-10,9.653447381741120381e-10,1.212557014214701856e-09,1.451327450363235072e-09,1.669241626108160237e-09,1.853885120829505684e-09
8.100000000000000000e+01,0.000000000000000000e+00,2.921264369726978005e-11,1.103480509008145094e-10,2.336524362661282495e-10,3.893720139066039754e-10,5.677529984777357486e-10,7.590416042013367615e-10,9.534840456244808582e-10,1.141326537077401448e-09,1.312815292998752159e-09,1.458196527718766400e-09
8.200000000000000000e+01,0.000000000000000000e+00,2.296472127044646427e-11,8.674995877894220442e-11,1.836923233964823932e-10,3.061284257772217687e-10,4.463948764668948521e-10,5.968282864449170333e-10,7.497652662570228332e-10,8.975424266657872074e-10,1.032496378433785111e-09,1.146963732106751066e-09
8.300000000000000000e+01,0.000000000000000000e+00,1.805308224960000540e-11,6.819832936225123099e-11,1.444147422089911426e-10,2.406813216608572059e-10,3.509770683720464524e-10,4.692809831051761305e-10,5.895720668397039232e-10,7.058293202298268620e-10,8.120317441465824126e-10,9.021583392441676064e-10
8.400000000000000000e+01,0.000000000000000000e+00,1.419192823155779326e-11,5.361397935853273733e-11,1.135355531377973959e-10,1.892260493262243326e-10,2.759548675722658939e-10,3.689914076327946435e-10,4.636050692104730364e-10,5.550652521163837450e-10,6.386413559447690069e-10,7.096027805067114946e-10
8.500000000000000000e+01,0.000000000000000000e+00,1.115658596322760543e-11,4.214850728634020327e-11,8.925900882132686842e-11,1.487713356912272189e-10,2.169687328022404382e-10,2.901344451147758186e-10,3.645517177518729779e-10,4.365037955655209911e-10,5.022739236245493677e-10,5.581453468351572911e-10
8.600000000000000000e+01,0.000000000000000000e+00,8.770434140221994301e-12,3.313494102577876910e-11,7.017332721848124066e-11,1.169653992801403253e-10,1.705909637725669392e-10,2.281298273117821074e-10,2.866617964595967460e-10,3.432666777778217715e-10,3.950242778282681000e-10,4.390144032811668651e-10
8.700000000000000000e+01,0.000000000000000000e+00,6.894611563525859799e-12,2.604888413261161051e-11,5.516847460633467204e-11,9.195903988377246430e-11,1.341262368097922986e-10,1.793757222292614861e-10,2.254131530954675555e-10,2.699441863074879266e-10,3.106744786559798022e-10,3.453096870400206020e-10
8.800000000000000000e+01,0.000000000000000000e+00,5.420000277582548431e-12,2.047824930462294191e-11,4.337211931835019407e-11,7.229898255599331858e-11,1.054562113632015463e-10,1.410411778687836737e-10,1.772512544725990402e-10,2.122838133034564423e-10,2.443362267070051108e-10,2.716058669204740594e-10
8.900000000000000000e+01,0.000000000000000000e+00,4.260775759989954281e-12,1.609890644188247122e-11,3.409809695882615177e-11,5.684205227817970552e-11,8.291447736730184204e-11,1.108990771393411623e-10,1.393795566700765931e-10,1.669396208726567354e-10,1.921629746602301902e-10,2.136333230543657757e-10
9.000000000000000000e+01,0.000000000000000000e+00,3.349484101536348568e-12,1.265609649416313265e-11,2.680707744543223137e-11,4.468966716868541522e-11,6.519110587726445472e-11,8.719863389293133760e-11,1.095994913206076171e-10,1.312809184820552810e-10,1.511301555906160998e-10,1.680344428596318440e-10
9.100000000000000000e+01,0.000000000000000000e+00,2.633098003957529132e-12,9.949540540413193135e-12,2.107505061308204142e-11,3.513535106304879752e-11,5.125616483981840221e-11,6.856321483868568767e-11,8.618222400915559467e-11,1.032389151381027381e-10,1.188590112834522761e-10,1.321682352320788234e-10
9.200000000000000000e+01,0.000000000000000000e+00,2.069927129005888489e-12,7.821772743388244464e-12,1.656863318419410369e-11,2.762360473826039331e-11,4.029978374663414908e-11,5.391026644194218953e-11,6.776814921944165904e-11,8.118652831175937612e-11,9.347850016836259379e-11,1.039571609676680219e-10
9.300000000000000000e+01,0.000000000000000000e+00,1.627211061207278764e-12,6.149051699679691785e-12,1.302583290795772397e-11,2.171786567858186023e-11,3.168546116672291135e-11,4.238893036492136224e-11,5.328858431992780642e-11,6.384473407849283744e-11,7.351769063315694019e-11,8.176776513909092547e-11
9.400000000000000000e+01,0.000000000000000000e+00,1.279182760150626708e-12,4.834047821321990623e-12,1.024057049011858900e-11,1.707472596472470183e-11,2.491248955174482638e-11,3.332983639515313401e-11,4.190274180155412198e-11,5.020718102334217892e-11,5.781912925870158482e-11,6.431456181423683693e-11
9.500000000000000000e+01,0.000000000000000000e+00,1.005590521876292831e-12,3.800262459319886377e-12,8.050866613998342025e-12,1.342425367915900392e-11,1.958727434804921619e-11,2.620677925970621436e-11,3.294961921579755981e-11,3.948264490957059669e-11,4.547270698006256051e-11,5.058665622894101266e-11
