r,gle_g_AA,gle_g_BB,gle_g_AB,time_ps,gle_vacf
nan,nan,nan,nan,7.956928202283e+01,5.364592334648e-03
nan,nan,nan,nan,7.967155616425e+01,5.297544016687e-03
nan,nan,nan,nan,7.977383030567e+01,5.230089439558e-03
nan,nan,nan,nan,7.987610444708e+01,5.162207813627e-03
nan,nan,nan,nan,7.997837858850e+01,5.093856548116e-03
nan,nan,nan,nan,8.008065272992e+01,5.025086043421e-03
nan,nan,nan,nan,8.018292687134e+01,4.955966208026e-03
nan,nan,nan,nan,8.028520101275e+01,4.886686981000e-03
nan,nan,nan,nan,8.038747515417e+01,4.817405882104e-03
nan,nan,nan,nan,8.048974929559e+01,4.748193716984e-03
nan,nan,nan,nan,8.059202343701e+01,4.679109576368e-03
nan,nan,nan,nan,8.069429757842e+01,4.610233458877e-03
nan,nan,nan,nan,8.079657171984e+01,4.541644990641e-03
nan,nan,nan,nan,8.089884586126e+01,4.473336740062e-03
nan,nan,nan,nan,8.100112000268e+01,4.405297532692e-03
nan,nan,nan,nan,8.110339414409e+01,4.337618884863e-03
nan,nan,nan,nan,8.120566828551e+01,4.270326956277e-03
nan,nan,nan,nan,8.130794242693e+01,4.203488732193e-03
nan,nan,nan,nan,8.141021656835e+01,4.137129582876e-03
nan,nan,nan,nan,8.151249070976e+01,4.071320864494e-03
nan,nan,nan,nan,8.161476485118e+01,4.006101364642e-03
nan,nan,nan,nan,8.171703899260e+01,3.941571239311e-03
nan,nan,nan,nan,8.181931313402e+01,3.877855654315e-03
nan,nan,nan,nan,8.192158727543e+01,3.815028672903e-03
nan,nan,nan,nan,8.202386141685e+01,3.753180924146e-03
nan,nan,nan,nan,8.212613555827e+01,3.692480415346e-03
nan,nan,nan,nan,8.222840969969e+01,3.633010709507e-03
nan,nan,nan,nan,8.233068384110e+01,3.574839598786e-03
nan,nan,nan,nan,8.243295798252e+01,3.518052106411e-03
nan,nan,nan,nan,8.253523212394e+01,3.462740268463e-03
nan,nan,nan,nan,8.263750626536e+01,3.408973604329e-03
nan,nan,nan,nan,8.273978040677e+01,3.356719474808e-03
nan,nan,nan,nan,8.284205454819e+01,3.305954072349e-03
nan,nan,nan,nan,8.294432868961e+01,3.256668883966e-03
nan,nan,nan,nan,8.304660283103e+01,3.208833437701e-03
nan,nan,nan,nan,8.314887697244e+01,3.162469805614e-03
nan,nan,nan,nan,8.325115111386e+01,3.117554702534e-03
nan,nan,nan,nan,8.335342525528e+01,3.074080246776e-03
nan,nan,nan,nan,8.345569939670e+01,3.032043375213e-03
nan,nan,nan,nan,8.355797353811e+01,2.991452572100e-03
nan,nan,nan,nan,8.366024767953e+01,2.952234390921e-03
nan,nan,nan,nan,8.376252182095e+01,2.914370987184e-03
nan,nan,nan,nan,8.386479596237e+01,2.877849919965e-03
nan,nan,nan,nan,8.396707010378e+01,2.842616167858e-03
nan,nan,nan,nan,8.406934424520e+01,2.808552222803e-03
nan,nan,nan,nan,8.417161838662e+01,2.775568246739e-03
nan,nan,nan,nan,8.427389252804e+01,2.743624936852e-03
nan,nan,nan,nan,8.437616666945e+01,2.712633019736e-03
nan,nan,nan,nan,8.447844081087e+01,2.682483869084e-03
nan,nan,nan,nan,8.458071495229e+01,2.653073357580e-03
nan,nan,nan,nan,8.468298909371e+01,2.624252994614e-03
nan,nan,nan,nan,8.478526323512e+01,2.595950092353e-03
nan,nan,nan,nan,8.488753737654e+01,2.568123764012e-03
nan,nan,nan,nan,8.498981151796e+01,2.540806309058e-03
nan,nan,nan,nan,8.509208565938e+01,2.513951286103e-03
nan,nan,nan,nan,8.519435980079e+01,2.487525853516e-03
nan,nan,nan,nan,8.529663394221e+01,2.461470159422e-03
nan,nan,nan,nan,8.539890808363e+01,2.435749539264e-03
nan,nan,nan,nan,8.550118222505e+01,2.410317116681e-03
nan,nan,nan,nan,8.560345636646e+01,2.385226594261e-03
nan,nan,nan,nan,8.570573050788e+01,2.360448905885e-03
nan,nan,nan,nan,8.580800464930e+01,2.336024756373e-03
nan,nan,nan,nan,8.591027879072e+01,2.312084185666e-03
nan,nan,nan,nan,8.601255293213e+01,2.288772466255e-03
nan,nan,nan,nan,8.611482707355e+01,2.266164375703e-03
nan,nan,nan,nan,8.621710121497e+01,2.244319515868e-03
nan,nan,nan,nan,8.631937535639e+01,2.223280067329e-03
nan,nan,nan,nan,8.642164949780e+01,2.203013802818e-03
nan,nan,nan,nan,8.652392363922e+01,2.183447862678e-03
nan,nan,nan,nan,8.662619778064e+01,2.164507399870e-03
nan,nan,nan,nan,8.672847192206e+01,2.146116391232e-03
nan,nan,nan,nan,8.683074606347e+01,2.128175023892e-03
nan,nan,nan,nan,8.693302020489e+01,2.110581137236e-03
nan,nan,nan,nan,8.703529434631e+01,2.093325481260e-03
nan,nan,nan,nan,8.713756848773e+01,2.076344518303e-03
nan,nan,nan,nan,8.723984262914e+01,2.059604512619e-03
nan,nan,nan,nan,8.734211677056e+01,2.043071100230e-03
nan,nan,nan,nan,8.744439091198e+01,2.026711605867e-03
nan,nan,nan,nan,8.754666505340e+01,2.010531757954e-03
nan,nan,nan,nan,8.764893919481e+01,1.994539040239e-03
nan,nan,nan,nan,8.775121333623e+01,1.978747591340e-03
nan,nan,nan,nan,8.785348747765e+01,1.963219251390e-03
nan,nan,nan,nan,8.795576161907e+01,1.947957771852e-03
nan,nan,nan,nan,8.805803576048e+01,1.932967260176e-03
nan,nan,nan,nan,8.816030990190e+01,1.918273264717e-03
nan,nan,nan,nan,8.826258404332e+01,1.903849729699e-03
nan,nan,nan,nan,8.836485818474e+01,1.889674654183e-03
nan,nan,nan,nan,8.846713232615e+01,1.875716269343e-03
nan,nan,nan,nan,8.856940646757e+01,1.861989171814e-03
nan,nan,nan,nan,8.867168060899e+01,1.848500865864e-03
nan,nan,nan,nan,8.877395475041e+01,1.835302215602e-03
nan,nan,nan,nan,8.887622889182e+01,1.822394166703e-03
nan,nan,nan,nan,8.897850303324e+01,1.809827239352e-03
nan,nan,nan,nan,8.908077717466e+01,1.797618290035e-03
nan,nan,nan,nan,8.918305131608e+01,1.785782024046e-03
nan,nan,nan,nan,8.928532545749e+01,1.774317407647e-03
nan,nan,nan,nan,8.938759959891e+01,1.763130809178e-03
nan,nan,nan,nan,8.948987374033e+01,1.752213517649e-03
nan,nan,nan,nan,8.959214788175e+01,1.741562767006e-03
nan,nan,nan,nan,8.969442202316e+01,1.731073591837e-03
nan,nan,nan,nan,8.979669616458e+01,1.720685698261e-03
nan,nan,nan,nan,8.989897030600e+01,1.710324314159e-03
nan,nan,nan,nan,9.000124444742e+01,1.699948340942e-03
nan,nan,nan,nan,9.010351858883e+01,1.689530848017e-03
nan,nan,nan,nan,9.020579273025e+01,1.679085510958e-03
nan,nan,nan,nan,9.030806687167e+01,1.668592218430e-03
nan,nan,nan,nan,9.041034101309e+01,1.657991641321e-03
nan,nan,nan,nan,9.051261515450e+01,1.647233499326e-03
nan,nan,nan,nan,9.061488929592e+01,1.636239859804e-03
nan,nan,nan,nan,9.071716343734e+01,1.624984087435e-03
nan,nan,nan,nan,9.081943757876e+01,1.613460849327e-03
nan,nan,nan,nan,9.092171172017e+01,1.601621168215e-03
nan,nan,nan,nan,9.102398586159e+01,1.589453390327e-03
nan,nan,nan,nan,9.112626000301e+01,1.576996310001e-03
nan,nan,nan,nan,9.122853414443e+01,1.564315506488e-03
nan,nan,nan,nan,9.133080828584e+01,1.551463808791e-03
nan,nan,nan,nan,9.143308242726e+01,1.538512050271e-03
nan,nan,nan,nan,9.153535656868e+01,1.525510097660e-03
nan,nan,nan,nan,9.163763071010e+01,1.512485382489e-03
nan,nan,nan,nan,9.173990485151e+01,1.499474465708e-03
nan,nan,nan,nan,9.184217899293e+01,1.486545416301e-03
nan,nan,nan,nan,9.194445313435e+01,1.473738246111e-03
nan,nan,nan,nan,9.204672727577e+01,1.461100932512e-03
nan,nan,nan,nan,9.214900141719e+01,1.448627272596e-03
nan,nan,nan,nan,9.225127555860e+01,1.436325934139e-03
nan,nan,nan,nan,9.235354970002e+01,1.424220934507e-03
nan,nan,nan,nan,9.245582384144e+01,1.412376295605e-03
nan,nan,nan,nan,9.255809798286e+01,1.400901118582e-03
nan,nan,nan,nan,9.266037212427e+01,1.389884513319e-03
nan,nan,nan,nan,9.276264626569e+01,1.379368186853e-03
nan,nan,nan,nan,9.286492040711e+01,1.369367268066e-03
nan,nan,nan,nan,9.296719454853e+01,1.359937296538e-03
nan,nan,nan,nan,9.306946868994e+01,1.351100700159e-03
nan,nan,nan,nan,9.317174283136e+01,1.342876753212e-03
nan,nan,nan,nan,9.327401697278e+01,1.335275988206e-03
nan,nan,nan,nan,9.337629111420e+01,1.328320998879e-03
nan,nan,nan,nan,9.347856525561e+01,1.321979805107e-03
nan,nan,nan,nan,9.358083939703e+01,1.316162282746e-03
nan,nan,nan,nan,9.368311353845e+01,1.310812808319e-03
nan,nan,nan,nan,9.378538767987e+01,1.305910513453e-03
nan,nan,nan,nan,9.388766182128e+01,1.301452428070e-03
nan,nan,nan,nan,9.398993596270e+01,1.297403603134e-03
nan,nan,nan,nan,9.409221010412e+01,1.293748109917e-03
nan,nan,nan,nan,9.419448424554e+01,1.290480056949e-03
nan,nan,nan,nan,9.429675838695e+01,1.287668349441e-03
nan,nan,nan,nan,9.439903252837e+01,1.285283623662e-03
nan,nan,nan,nan,9.450130666979e+01,1.283371707456e-03
nan,nan,nan,nan,9.460358081121e+01,1.281893338680e-03
nan,nan,nan,nan,9.470585495262e+01,1.280751741565e-03
nan,nan,nan,nan,9.480812909404e+01,1.279878248396e-03
nan,nan,nan,nan,9.491040323546e+01,1.279236220745e-03
nan,nan,nan,nan,9.501267737688e+01,1.278807805227e-03
nan,nan,nan,nan,9.511495151829e+01,1.278574569694e-03
nan,nan,nan,nan,9.521722565971e+01,1.278530161525e-03
nan,nan,nan,nan,9.531949980113e+01,1.278656426663e-03
nan,nan,nan,nan,9.542177394255e+01,1.278968971897e-03
nan,nan,nan,nan,9.552404808396e+01,1.279501762958e-03
nan,nan,nan,nan,9.562632222538e+01,1.280300975025e-03
nan,nan,nan,nan,9.572859636680e+01,1.281380012355e-03
nan,nan,nan,nan,9.583087050822e+01,1.282795002473e-03
nan,nan,nan,nan,9.593314464963e+01,1.284566833150e-03
nan,nan,nan,nan,9.603541879105e+01,1.286741091153e-03
nan,nan,nan,nan,9.613769293247e+01,1.289351978419e-03
nan,nan,nan,nan,9.623996707389e+01,1.292356933264e-03
nan,nan,nan,nan,9.634224121530e+01,1.295775227442e-03
nan,nan,nan,nan,9.644451535672e+01,1.299663594485e-03
nan,nan,nan,nan,9.654678949814e+01,1.304088228731e-03
nan,nan,nan,nan,9.664906363956e+01,1.309071403077e-03
nan,nan,nan,nan,9.675133778097e+01,1.314678194685e-03
nan,nan,nan,nan,9.685361192239e+01,1.321019748089e-03
nan,nan,nan,nan,9.695588606381e+01,1.328222581544e-03
nan,nan,nan,nan,9.705816020523e+01,1.336339150608e-03
nan,nan,nan,nan,9.716043434664e+01,1.345361225084e-03
nan,nan,nan,nan,9.726270848806e+01,1.355405447993e-03
nan,nan,nan,nan,9.736498262948e+01,1.366506094457e-03
nan,nan,nan,nan,9.746725677090e+01,1.378653545290e-03
nan,nan,nan,nan,9.756953091231e+01,1.391811049683e-03
nan,nan,nan,nan,9.767180505373e+01,1.405931887429e-03
nan,nan,nan,nan,9.777407919515e+01,1.420964689160e-03
nan,nan,nan,nan,9.787635333657e+01,1.436911725606e-03
nan,nan,nan,nan,9.797862747798e+01,1.453757622610e-03
nan,nan,nan,nan,9.808090161940e+01,1.471449720550e-03
nan,nan,nan,nan,9.818317576082e+01,1.489844279502e-03
nan,nan,nan,nan,9.828544990224e+01,1.508856897184e-03
nan,nan,nan,nan,9.838772404365e+01,1.528461558893e-03
nan,nan,nan,nan,9.848999818507e+01,1.548728162659e-03
nan,nan,nan,nan,9.859227232649e+01,1.569641639729e-03
nan,nan,nan,nan,9.869454646791e+01,1.591144840506e-03
nan,nan,nan,nan,9.879682060932e+01,1.613167064093e-03
nan,nan,nan,nan,9.889909475074e+01,1.635642301332e-03
nan,nan,nan,nan,9.900136889216e+01,1.658480977397e-03
nan,nan,nan,nan,9.910364303358e+01,1.681689511016e-03
nan,nan,nan,nan,9.920591717499e+01,1.705275168565e-03
nan,nan,nan,nan,9.930819131641e+01,1.729279859957e-03
nan,nan,nan,nan,9.941046545783e+01,1.753725598230e-03
nan,nan,nan,nan,9.951273959925e+01,1.778578551079e-03
nan,nan,nan,nan,9.961501374066e+01,1.803767096383e-03
nan,nan,nan,nan,9.971728788208e+01,1.829213409245e-03
nan,nan,nan,nan,9.981956202350e+01,1.854867759033e-03
nan,nan,nan,nan,9.992183616492e+01,1.880726232401e-03
nan,nan,nan,nan,1.000241103063e+02,1.906757488157e-03
nan,nan,nan,nan,1.001263844478e+02,1.932926094148e-03
nan,nan,nan,nan,1.002286585892e+02,1.959194624868e-03
nan,nan,nan,nan,1.003309327306e+02,1.985567441660e-03
nan,nan,nan,nan,1.004332068720e+02,2.012052597430e-03
nan,nan,nan,nan,1.005354810134e+02,2.038663725811e-03
nan,nan,nan,nan,1.006377551548e+02,2.065422381417e-03
nan,nan,nan,nan,1.007400292963e+02,2.092293706977e-03
nan,nan,nan,nan,1.008423034377e+02,2.119237542817e-03
nan,nan,nan,nan,1.009445775791e+02,2.146213466066e-03
nan,nan,nan,nan,1.010468517205e+02,2.173216505432e-03
nan,nan,nan,nan,1.011491258619e+02,2.200265731646e-03
nan,nan,nan,nan,1.012514000033e+02,2.227327435896e-03
nan,nan,nan,nan,1.013536741448e+02,2.254318991220e-03
nan,nan,nan,nan,1.014559482862e+02,2.281233511271e-03
nan,nan,nan,nan,1.015582224276e+02,2.308045656719e-03
nan,nan,nan,nan,1.016604965690e+02,2.334685901180e-03
nan,nan,nan,nan,1.017627707104e+02,2.361101548218e-03
nan,nan,nan,nan,1.018650448518e+02,2.387238217365e-03
nan,nan,nan,nan,1.019673189933e+02,2.413038048980e-03
nan,nan,nan,nan,1.020695931347e+02,2.438489651721e-03
nan,nan,nan,nan,1.021718672761e+02,2.463556088326e-03
