epoch,loss
6.990000000000e+02,4.047343908505e-14
7.000000000000e+02,2.237842618213e-17
7.010000000000e+02,4.367685710467e-14
7.020000000000e+02,4.030486041298e-14
7.030000000000e+02,8.076611128781e-16
7.040000000000e+02,5.718503364595e-14
7.050000000000e+02,4.361151228542e-14
7.060000000000e+02,1.954571973744e-15
7.070000000000e+02,6.671270871230e-14
7.080000000000e+02,4.589939245413e-14
7.090000000000e+02,2.680696431790e-15
7.100000000000e+02,7.346899303661e-14
7.110000000000e+02,4.843223758767e-14
7.120000000000e+02,3.394197316645e-15
7.130000000000e+02,7.918952388945e-14
7.140000000000e+02,5.188130425729e-14
7.150000000000e+02,3.275353702669e-15
7.160000000000e+02,8.432286270450e-14
7.170000000000e+02,5.659214495578e-14
7.180000000000e+02,3.043545336854e-15
7.190000000000e+02,8.788923207291e-14
7.200000000000e+02,6.214963740412e-14
7.210000000000e+02,2.260567581926e-15
7.220000000000e+02,8.949515513937e-14
7.230000000000e+02,6.670512653078e-14
7.240000000000e+02,1.626962911146e-15
7.250000000000e+02,9.049310144440e-14
7.260000000000e+02,6.966131416653e-14
7.270000000000e+02,2.053545820993e-15
7.280000000000e+02,9.839568922348e-14
7.290000000000e+02,7.359468685513e-14
7.300000000000e+02,2.919644357585e-15
7.310000000000e+02,1.132873109587e-13
7.320000000000e+02,8.150380030230e-14
7.330000000000e+02,3.523785102098e-15
7.340000000000e+02,1.245883308686e-13
7.350000000000e+02,8.867168791062e-14
7.360000000000e+02,3.760016737185e-15
7.370000000000e+02,1.341191824720e-13
7.380000000000e+02,9.691987767820e-14
7.390000000000e+02,3.250113923164e-15
7.400000000000e+02,1.408829944342e-13
7.410000000000e+02,1.068006151874e-13
7.420000000000e+02,2.325874819036e-15
7.430000000000e+02,1.436910238247e-13
7.440000000000e+02,1.174277484533e-13
7.450000000000e+02,1.147017309971e-15
7.460000000000e+02,1.489494270478e-13
7.470000000000e+02,1.344096195882e-13
7.480000000000e+02,2.454851973592e-16
7.490000000000e+02,1.492010568583e-13
7.500000000000e+02,1.514898643643e-13
7.510000000000e+02,2.299088962077e-16
7.520000000000e+02,1.436411155038e-13
7.530000000000e+02,1.685713393590e-13
7.540000000000e+02,2.577737776822e-15
7.550000000000e+02,1.285571100302e-13
7.560000000000e+02,1.804650876852e-13
7.570000000000e+02,7.352906653315e-15
7.580000000000e+02,1.127059688379e-13
7.590000000000e+02,1.908550720379e-13
7.600000000000e+02,1.522038187404e-14
7.610000000000e+02,9.374065201305e-14
7.620000000000e+02,1.957984543123e-13
7.630000000000e+02,3.118675533977e-14
7.640000000000e+02,4.813117142715e-14
7.650000000000e+02,1.471212900701e-13
7.660000000000e+02,3.746454954495e-14
7.670000000000e+02,2.153693849875e-14
7.680000000000e+02,1.035318492815e-13
7.690000000000e+02,3.823821201842e-14
7.700000000000e+02,4.879067004965e-15
7.710000000000e+02,4.698960953152e-14
7.720000000000e+02,2.469896778939e-14
7.730000000000e+02,1.154058719705e-16
7.740000000000e+02,1.611985131728e-14
7.750000000000e+02,2.037705694436e-14
7.760000000000e+02,4.895639796009e-15
7.770000000000e+02,1.352005894650e-15
7.780000000000e+02,1.023652647515e-14
7.790000000000e+02,5.676764729639e-15
7.800000000000e+02,1.645747410050e-16
7.810000000000e+02,6.972742683599e-15
7.820000000000e+02,6.437138192620e-15
7.830000000000e+02,8.943703126297e-17
7.840000000000e+02,4.074565280047e-15
7.850000000000e+02,6.027607717317e-15
7.860000000000e+02,6.637128480575e-16
7.870000000000e+02,1.908601588240e-15
7.880000000000e+02,4.868081320147e-15
7.890000000000e+02,1.263607930437e-15
7.900000000000e+02,6.006694315437e-16
7.910000000000e+02,3.375173542355e-15
7.920000000000e+02,1.603754472135e-15
7.930000000000e+02,8.638039527428e-17
7.940000000000e+02,1.825209773773e-15
7.950000000000e+02,1.337011064868e-15
7.960000000000e+02,2.450533285690e-18
7.970000000000e+02,8.414714720584e-16
7.980000000000e+02,8.595859424968e-16
7.990000000000e+02,4.672017218897e-17
